Skills,Domains,cleaned_text
"Python, SQL, ML",Embedded Engineer,python sql ml
"Node.js, MongoDB",Frontend Developer,nodejs mongodb
"Excel, Admin",Embedded Engineer,excel admin
"C++, IoT",Virtual Assistant,c iot
"Excel, Admin",Product Manager,excel admin
"Angular, TypeScript",Data Scientist,angular typescript
"JavaScript, React",Product Manager,javascript react
"JavaScript, React",Embedded Engineer,javascript react
"AWS, DevOps",Embedded Engineer,aws devops
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"JavaScript, React",Backend Developer,javascript react
"AWS, DevOps",Backend Developer,aws devops
"Angular, TypeScript",Data Scientist,angular typescript
"JavaScript, React",Data Scientist,javascript react
"PHP, Laravel",Data Analyst,php laravel
"AWS, DevOps",DevOps Engineer,aws devops
"AWS, DevOps",Backend Developer,aws devops
"C++, IoT",Backend Developer,c iot
"Python, SQL, ML",DevOps Engineer,python sql ml
"Python, SQL, ML",Embedded Engineer,python sql ml
"Angular, TypeScript",Product Manager,angular typescript
"Angular, TypeScript",Backend Developer,angular typescript
"Angular, TypeScript",Data Scientist,angular typescript
"R, Statistics",Backend Developer,r statistics
"Node.js, MongoDB",Frontend Developer,nodejs mongodb
"R, Statistics",Virtual Assistant,r statistics
"Node.js, MongoDB",Data Analyst,nodejs mongodb
"Angular, TypeScript",Embedded Engineer,angular typescript
"R, Statistics",Data Analyst,r statistics
"R, Statistics",Embedded Engineer,r statistics
"C++, IoT",Embedded Engineer,c iot
"R, Statistics",Virtual Assistant,r statistics
"Java, Spring",Virtual Assistant,java spring
"R, Statistics",DevOps Engineer,r statistics
"R, Statistics",Data Analyst,r statistics
"AWS, DevOps",Virtual Assistant,aws devops
"Java, Spring",Frontend Developer,java spring
"R, Statistics",Embedded Engineer,r statistics
"Node.js, MongoDB",Product Manager,nodejs mongodb
"Python, SQL, ML",Product Manager,python sql ml
"JavaScript, React",Frontend Developer,javascript react
"JavaScript, React",Embedded Engineer,javascript react
"R, Statistics",Embedded Engineer,r statistics
"AWS, DevOps",Embedded Engineer,aws devops
"AWS, DevOps",Virtual Assistant,aws devops
"JavaScript, React",DevOps Engineer,javascript react
"Java, Spring",Embedded Engineer,java spring
"C++, IoT",Backend Developer,c iot
"Angular, TypeScript",DevOps Engineer,angular typescript
"JavaScript, React",Backend Developer,javascript react
"Node.js, MongoDB",Data Scientist,nodejs mongodb
"R, Statistics",Backend Developer,r statistics
"JavaScript, React",Virtual Assistant,javascript react
"PHP, Laravel",Data Scientist,php laravel
"Java, Spring",Backend Developer,java spring
"AWS, DevOps",DevOps Engineer,aws devops
"Python, SQL, ML",Data Analyst,python sql ml
"PHP, Laravel",Virtual Assistant,php laravel
"AWS, DevOps",Backend Developer,aws devops
"C++, IoT",Virtual Assistant,c iot
"AWS, DevOps",DevOps Engineer,aws devops
"JavaScript, React",Product Manager,javascript react
"Excel, Admin",Embedded Engineer,excel admin
"Python, SQL, ML",Product Manager,python sql ml
"Angular, TypeScript",Data Analyst,angular typescript
"C++, IoT",Product Manager,c iot
"R, Statistics",Virtual Assistant,r statistics
"Excel, Admin",Backend Developer,excel admin
"R, Statistics",Embedded Engineer,r statistics
"PHP, Laravel",Virtual Assistant,php laravel
"PHP, Laravel",Virtual Assistant,php laravel
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"JavaScript, React",Virtual Assistant,javascript react
"C++, IoT",Data Analyst,c iot
"Angular, TypeScript",Virtual Assistant,angular typescript
"Python, SQL, ML",Frontend Developer,python sql ml
"AWS, DevOps",Backend Developer,aws devops
"C++, IoT",Data Analyst,c iot
"Java, Spring",Embedded Engineer,java spring
"Java, Spring",Product Manager,java spring
"AWS, DevOps",Virtual Assistant,aws devops
"Angular, TypeScript",Frontend Developer,angular typescript
"Node.js, MongoDB",Embedded Engineer,nodejs mongodb
"Node.js, MongoDB",Embedded Engineer,nodejs mongodb
"AWS, DevOps",Frontend Developer,aws devops
"Java, Spring",Data Analyst,java spring
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Java, Spring",DevOps Engineer,java spring
"JavaScript, React",Embedded Engineer,javascript react
"Java, Spring",Data Scientist,java spring
"Angular, TypeScript",Product Manager,angular typescript
"PHP, Laravel",Virtual Assistant,php laravel
"PHP, Laravel",Virtual Assistant,php laravel
"AWS, DevOps",Frontend Developer,aws devops
"Python, SQL, ML",Embedded Engineer,python sql ml
"Python, SQL, ML",Data Scientist,python sql ml
"PHP, Laravel",Data Analyst,php laravel
"AWS, DevOps",Frontend Developer,aws devops
"C++, IoT",Data Analyst,c iot
"R, Statistics",Data Analyst,r statistics
"R, Statistics",Data Scientist,r statistics
"AWS, DevOps",Virtual Assistant,aws devops
"Angular, TypeScript",Product Manager,angular typescript
"AWS, DevOps",Data Analyst,aws devops
"JavaScript, React",Virtual Assistant,javascript react
"R, Statistics",DevOps Engineer,r statistics
"Java, Spring",Data Analyst,java spring
"Excel, Admin",Virtual Assistant,excel admin
"AWS, DevOps",Virtual Assistant,aws devops
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Java, Spring",Data Scientist,java spring
"R, Statistics",Backend Developer,r statistics
"JavaScript, React",Data Analyst,javascript react
"PHP, Laravel",Product Manager,php laravel
"Node.js, MongoDB",Virtual Assistant,nodejs mongodb
"Java, Spring",DevOps Engineer,java spring
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Python, SQL, ML",Data Scientist,python sql ml
"AWS, DevOps",Data Analyst,aws devops
"AWS, DevOps",Frontend Developer,aws devops
"C++, IoT",Product Manager,c iot
"Angular, TypeScript",Data Scientist,angular typescript
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Angular, TypeScript",Backend Developer,angular typescript
"Python, SQL, ML",Backend Developer,python sql ml
"Python, SQL, ML",Backend Developer,python sql ml
"Java, Spring",Data Scientist,java spring
"JavaScript, React",Embedded Engineer,javascript react
"PHP, Laravel",Data Scientist,php laravel
"Java, Spring",Backend Developer,java spring
"PHP, Laravel",DevOps Engineer,php laravel
"Python, SQL, ML",Virtual Assistant,python sql ml
"Java, Spring",Frontend Developer,java spring
"Java, Spring",Frontend Developer,java spring
"Node.js, MongoDB",Data Scientist,nodejs mongodb
"AWS, DevOps",Frontend Developer,aws devops
"PHP, Laravel",Data Scientist,php laravel
"PHP, Laravel",Data Scientist,php laravel
"AWS, DevOps",DevOps Engineer,aws devops
"JavaScript, React",Data Scientist,javascript react
"Excel, Admin",Frontend Developer,excel admin
"AWS, DevOps",Backend Developer,aws devops
"C++, IoT",Backend Developer,c iot
"AWS, DevOps",Data Scientist,aws devops
"AWS, DevOps",Embedded Engineer,aws devops
"PHP, Laravel",Data Scientist,php laravel
"C++, IoT",Embedded Engineer,c iot
"C++, IoT",Embedded Engineer,c iot
"PHP, Laravel",Frontend Developer,php laravel
"Angular, TypeScript",Data Analyst,angular typescript
"Java, Spring",Frontend Developer,java spring
"Node.js, MongoDB",Data Scientist,nodejs mongodb
"Angular, TypeScript",DevOps Engineer,angular typescript
"PHP, Laravel",Product Manager,php laravel
"Excel, Admin",Data Scientist,excel admin
"Excel, Admin",DevOps Engineer,excel admin
"C++, IoT",Frontend Developer,c iot
"PHP, Laravel",Data Analyst,php laravel
"PHP, Laravel",Backend Developer,php laravel
"Angular, TypeScript",DevOps Engineer,angular typescript
"Node.js, MongoDB",Product Manager,nodejs mongodb
"Python, SQL, ML",Virtual Assistant,python sql ml
"Excel, Admin",Product Manager,excel admin
"AWS, DevOps",DevOps Engineer,aws devops
"JavaScript, React",Data Analyst,javascript react
"R, Statistics",Data Scientist,r statistics
"C++, IoT",Product Manager,c iot
"R, Statistics",Virtual Assistant,r statistics
"Angular, TypeScript",Product Manager,angular typescript
"Excel, Admin",Backend Developer,excel admin
"Python, SQL, ML",Product Manager,python sql ml
"R, Statistics",Embedded Engineer,r statistics
"C++, IoT",DevOps Engineer,c iot
"Node.js, MongoDB",Embedded Engineer,nodejs mongodb
"Angular, TypeScript",Frontend Developer,angular typescript
"Java, Spring",Virtual Assistant,java spring
"Excel, Admin",DevOps Engineer,excel admin
"PHP, Laravel",Virtual Assistant,php laravel
"C++, IoT",Embedded Engineer,c iot
"Excel, Admin",Frontend Developer,excel admin
"Python, SQL, ML",Data Analyst,python sql ml
"R, Statistics",Frontend Developer,r statistics
"C++, IoT",Backend Developer,c iot
"Angular, TypeScript",Frontend Developer,angular typescript
"PHP, Laravel",Embedded Engineer,php laravel
"C++, IoT",Backend Developer,c iot
"Excel, Admin",Embedded Engineer,excel admin
"R, Statistics",Embedded Engineer,r statistics
"Node.js, MongoDB",Frontend Developer,nodejs mongodb
"Excel, Admin",Backend Developer,excel admin
"R, Statistics",Data Analyst,r statistics
"AWS, DevOps",Virtual Assistant,aws devops
"Excel, Admin",Backend Developer,excel admin
"C++, IoT",DevOps Engineer,c iot
"Excel, Admin",Backend Developer,excel admin
"C++, IoT",Frontend Developer,c iot
"Angular, TypeScript",Product Manager,angular typescript
"Python, SQL, ML",Virtual Assistant,python sql ml
"C++, IoT",DevOps Engineer,c iot
"C++, IoT",Data Scientist,c iot
"C++, IoT",Embedded Engineer,c iot
"R, Statistics",Backend Developer,r statistics
"Java, Spring",Backend Developer,java spring
"C++, IoT",Frontend Developer,c iot
"PHP, Laravel",Data Analyst,php laravel
"Angular, TypeScript",Product Manager,angular typescript
"Node.js, MongoDB",Data Analyst,nodejs mongodb
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Python, SQL, ML",Backend Developer,python sql ml
"PHP, Laravel",Data Analyst,php laravel
"AWS, DevOps",Frontend Developer,aws devops
"PHP, Laravel",Data Analyst,php laravel
"PHP, Laravel",Data Scientist,php laravel
"Node.js, MongoDB",Data Scientist,nodejs mongodb
"Excel, Admin",Data Analyst,excel admin
"AWS, DevOps",Embedded Engineer,aws devops
"R, Statistics",Embedded Engineer,r statistics
"JavaScript, React",Backend Developer,javascript react
"Excel, Admin",Embedded Engineer,excel admin
"Angular, TypeScript",Backend Developer,angular typescript
"JavaScript, React",DevOps Engineer,javascript react
"R, Statistics",Data Analyst,r statistics
"Java, Spring",Product Manager,java spring
"Node.js, MongoDB",Data Analyst,nodejs mongodb
"Node.js, MongoDB",Product Manager,nodejs mongodb
"AWS, DevOps",Backend Developer,aws devops
"Python, SQL, ML",Frontend Developer,python sql ml
"Python, SQL, ML",Embedded Engineer,python sql ml
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Excel, Admin",Product Manager,excel admin
"Node.js, MongoDB",Product Manager,nodejs mongodb
"Angular, TypeScript",Frontend Developer,angular typescript
"AWS, DevOps",Virtual Assistant,aws devops
"Angular, TypeScript",Backend Developer,angular typescript
"PHP, Laravel",Virtual Assistant,php laravel
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"AWS, DevOps",Product Manager,aws devops
"Java, Spring",Frontend Developer,java spring
"Python, SQL, ML",Data Analyst,python sql ml
"Excel, Admin",Backend Developer,excel admin
"Excel, Admin",DevOps Engineer,excel admin
"JavaScript, React",Product Manager,javascript react
"JavaScript, React",Virtual Assistant,javascript react
"Excel, Admin",Frontend Developer,excel admin
"Excel, Admin",DevOps Engineer,excel admin
"C++, IoT",Embedded Engineer,c iot
"R, Statistics",Virtual Assistant,r statistics
"Excel, Admin",Data Scientist,excel admin
"R, Statistics",Virtual Assistant,r statistics
"Angular, TypeScript",Embedded Engineer,angular typescript
"AWS, DevOps",Backend Developer,aws devops
"C++, IoT",Embedded Engineer,c iot
"Java, Spring",Data Scientist,java spring
"R, Statistics",Frontend Developer,r statistics
"PHP, Laravel",DevOps Engineer,php laravel
"C++, IoT",Backend Developer,c iot
"R, Statistics",Data Analyst,r statistics
"Python, SQL, ML",DevOps Engineer,python sql ml
"R, Statistics",Data Scientist,r statistics
"Java, Spring",Product Manager,java spring
"Java, Spring",Backend Developer,java spring
"Java, Spring",Embedded Engineer,java spring
"Java, Spring",Data Analyst,java spring
"Node.js, MongoDB",Data Analyst,nodejs mongodb
"Angular, TypeScript",DevOps Engineer,angular typescript
"JavaScript, React",DevOps Engineer,javascript react
"C++, IoT",DevOps Engineer,c iot
"Angular, TypeScript",Data Analyst,angular typescript
"Java, Spring",Data Analyst,java spring
"Excel, Admin",Data Scientist,excel admin
"C++, IoT",DevOps Engineer,c iot
"Excel, Admin",Frontend Developer,excel admin
"Python, SQL, ML",Data Analyst,python sql ml
"C++, IoT",Product Manager,c iot
"AWS, DevOps",Virtual Assistant,aws devops
"Python, SQL, ML",Data Analyst,python sql ml
"PHP, Laravel",Embedded Engineer,php laravel
"JavaScript, React",Data Scientist,javascript react
"Java, Spring",Product Manager,java spring
"JavaScript, React",Product Manager,javascript react
"PHP, Laravel",Virtual Assistant,php laravel
"R, Statistics",Embedded Engineer,r statistics
"JavaScript, React",Data Scientist,javascript react
"Angular, TypeScript",Data Scientist,angular typescript
"Excel, Admin",Frontend Developer,excel admin
"Excel, Admin",Virtual Assistant,excel admin
"PHP, Laravel",Frontend Developer,php laravel
"R, Statistics",Backend Developer,r statistics
"R, Statistics",Frontend Developer,r statistics
"JavaScript, React",Frontend Developer,javascript react
"PHP, Laravel",Data Scientist,php laravel
"R, Statistics",Embedded Engineer,r statistics
"Angular, TypeScript",Virtual Assistant,angular typescript
"Excel, Admin",Product Manager,excel admin
"R, Statistics",Backend Developer,r statistics
"Angular, TypeScript",Backend Developer,angular typescript
"PHP, Laravel",Embedded Engineer,php laravel
"Python, SQL, ML",DevOps Engineer,python sql ml
"Java, Spring",DevOps Engineer,java spring
"Node.js, MongoDB",Frontend Developer,nodejs mongodb
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"AWS, DevOps",DevOps Engineer,aws devops
"AWS, DevOps",Backend Developer,aws devops
"Python, SQL, ML",Product Manager,python sql ml
"C++, IoT",Data Analyst,c iot
"R, Statistics",Virtual Assistant,r statistics
"Python, SQL, ML",Data Analyst,python sql ml
"Angular, TypeScript",Virtual Assistant,angular typescript
"Python, SQL, ML",Virtual Assistant,python sql ml
"PHP, Laravel",Frontend Developer,php laravel
"Node.js, MongoDB",Embedded Engineer,nodejs mongodb
"Node.js, MongoDB",DevOps Engineer,nodejs mongodb
"JavaScript, React",Embedded Engineer,javascript react
"JavaScript, React",Virtual Assistant,javascript react
"AWS, DevOps",Backend Developer,aws devops
"AWS, DevOps",Backend Developer,aws devops
"JavaScript, React",Backend Developer,javascript react
"AWS, DevOps",Virtual Assistant,aws devops
"Node.js, MongoDB",Backend Developer,nodejs mongodb
"Java, Spring",Embedded Engineer,java spring
"Node.js, MongoDB",Data Scientist,nodejs mongodb
"Java, Spring",Product Manager,java spring
"Python, SQL, ML",Data Scientist,python sql ml
"Python, SQL, ML",Data Analyst,python sql ml
"PHP, Laravel",Backend Developer,php laravel
"Java, Spring",DevOps Engineer,java spring
"R, Statistics",Embedded Engineer,r statistics
"R, Statistics",Data Analyst,r statistics
